List;ItemType;Context;Idiomaticity;Correctness;Context sentence;Target sentence;CritWord;EndQuestion;CorrectAnswer;;;;;;;;;;;;;;;;;;
2;filler;Neutral;Literal;correct;Op internet zoekt de student naar wat handige tips.;Bestek in het sop bij de rest van de afwas laten weken is handig.;sop;Gaat de tip over studeren?;nee;;;;;;;;;;;;;;;;;;
2;filler;Neutral;Literal;correct;Op weg naar huis luistert Reinier naar de autoradio.;Hij vindt het suf als mensen andermans samples in hun muziek gebruiken.;suf;Luistert Reinier naar de radio?;ja;;;;;;;;;;;;;;;;;;
2;filler;Neutral;Literal;correct;Voor de tent tilde de moeder haar dochtertje op.;Het kind werd door de teken gebeten in het lange gras.;teken;Werd het kind gebeten?;ja;;;;;;;;;;;;;;;;;;
2;filler;Predictive;Idiomatic;correct;Bij teveel geopende programma's geeft die pc een foutmelding.;De computer slaat op tilt zodra je op internet gaat.;tilt;Werkt de computer goed?;nee;;;;;;;;;;;;;;;;;;
2;filler;Predictive;Idiomatic;correct;Sam fopte zijn neef Jelle met een grote nepspin.;Hij had hem tuk met die grap.;tuk;Was de spin echt?;nee;;;;;;;;;;;;;;;;;;
2;filler;Predictive;Idiomatic;correct;Theo vluchtte op het laatste moment de grens over.;Hij wist op de valreep te ontkomen aan de oorlog.;valreep;Is Theo ontsnapt?;ja;;;;;;;;;;;;;;;;;;
2;filler;Neutral;Literal;correct;Met grote ogen bekijkt het jongetje het kleine beestje.;De vlieg zit in zijn vla en laat allerlei bacteriën achter.;vla;Zat de vlieg in de koffie?;nee;;;;;;;;;;;;;;;;;;
2;filler;Predictive;Literal;correct;Ivar bestelt al het gebak bij een Limburge banketbakker.;Hij koopt geen vlaai voor zijn moeder, want die houdt van mokkataart.;vlaai;Koopt Ivar vlaai?;nee;;;;;;;;;;;;;;;;;;
2;filler;Predictive;Literal;correct;Bij de staande kapstok doorzocht Frits zijn kapotte binnenzak.;Hij vond in de voering van zijn jas een tientje.;voering;Vond Frits geld?;ja;;;;;;;;;;;;;;;;;;
2;filler;Predictive;Literal;correct;Op het voetbalveld raapte Lucas de gebruikte bidons op.;Hij stond langs de zijlijn als ballenjongen.;zijlijn;Voetbalde Lucas mee?;nee;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;incorrect;Laura heeft een blauwe plek opgelopen in de gymzaal.;Ze sloeg de waarschuwing in de tong gisteren.;tong;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;incorrect;Op de atletiekbaan verslaat Joris ook zijn grootste tegenstanders.;Hij wil altijd het onderste uit de fee hebben.;fee;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;incorrect;Na alle discussies is Thea het gezeur helemaal zat.;De hele toestand hangt haar behoorlijk de maan uit.;maan;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;incorrect;Op zijn werk draagt Jochem kleding met strakke lijnen.;Zijn maatpak is donkerblauw met dunne witte kijkers erop.;kijkers;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;correct;Op veler verzoek hebben de bestuurders het besluit uitgesteld.;De burgemeester schoof het idee op de lange baan vanmiddag.;baan;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;correct;De leerling keek de docent vanaf zijn stoel aan.;Het antwoord op de rekensom klopte als een bus gelukkig.;bus;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;correct;Trots toonde hij het glimmende sieraad onderaan zijn arm.;De baron had een blinkend horloge om zijn pols hangen.;pols;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;correct;De klant had zijn kengetal aan het secretariaat doorgegeven.;De telefoniste pakte de telefoon en toetste zijn nummer in.;nummer;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;incorrect;Op het gemeentehuis hadden de lijsttrekkers een compromis gesloten.;Na dagen onderhandelen deden beide partijen water bij de zoon gelukkig.;zoon;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;incorrect;Sinds de onverwachte aankondiging greep Gerrits vertrek Karin aan.;De gedachte aan een plotseling afscheid maakte haar van figuur laatst.;figuur;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;correct;Chantal heeft een nieuwe auto gekocht bij de autodealer.;Na veel wikken en wegen hakte ze eindelijk de knoop door.;knoop;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;correct;Naast het gebouw ziet Ramon een oude vriend staan.;Sinds het incident vertrouwt hij de man voor geen cent meer.;cent;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;incorrect;Tegen de avond belde Paulien haar oudere zus op.;Vanwege alle problemen gaf ze haar vriend uiteindelijk de kuif daarnet.;kuif;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;correct;In de woonkamer schrikte een harde klap Marije op.;Ze hoorde voetstappen en op het raam klonk een bons daarnet.;bons;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;incorrect;Wegens files maakte ik gebruik van het openbaar vervoer.;De chauffeur stempelde mijn strippenkaart toen ik in de hut stapte.;hut;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;incorrect;De directrice sprak de leerling in haar kantoortje toe.;Het kind moet nablijven bij het hoofd van de zuster vanmiddag.;zuster;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;incorrect;Op intuïtie schatte Sherlock de situatie precies goed in.;De detective had wel door hoe de vork in de draak zat.;draak;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;correct;In dorpen kopen grote boeren de kleine boerderijen op.;De samenwerking is voordelig, want beide partijen plukken er de vruchten van.;vruchten;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;correct;In de winter speelde Henk graag op zijn gitaar.;Na jaren van ziekte ging de oude man uiteindelijk de pijp uit.;pijp;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;correct;Tijdens het eten tikte Ben zijn oudere broer aan.;Met het maken van die graptrapte hij een open deur in.;deur;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;incorrect;In de zomermaanden organiseert iedere hockeyclub wel een toernooi.;Er zijn enkele aanmeldingen, maar het loopt nog niet echt leeuw hier.;leeuw;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;incorrect;In het hotel kust een vrouw haar nieuwe geliefde.;De hardwerkende vuilnisman moet alweer om zes uur aan de bron morgen.;bron;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;correct;Met de camera nam moeder foto's van de koets.;In Drenthe maakte het gezin een rondrit met paard en wagen gisteren.;wagen;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;incorrect;Op school konden de kinderen hun enthousiasme niet verbergen.;Na drie weken broeden kwam er een kuiken uit het pak gekropen.;pak;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;correct;Arthur Japin heeft zonder veel inspanningen talloze boeken geschreven.;En alweer schudt de schrijver moeiteloos een nieuw verhaal uit zijn mouw vanavond.;mouw;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;correct;De jongen kijkt de internationale kampioenswedstrijd op zijn kamer.;De uitgejoelde scheidsrechter komt voor zichzelf op en blijft op zijn strepen staan.;strepen;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;incorrect;Op het dorpsplein bespreken de buurtbewoners het dagelijks nieuws.;Met een crisis als deze gaat de hele economie naar de tulpen binnenkort.;tulpen;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;incorrect;De assistente plant Stefanie meteen in bij de orthodontist.;Het meisje met de scheve tanden moet van de tandarts een hippie dragen.;hippie;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;incorrect;De klusjesman bestelde nieuwe spanten voor de verbouwde woonzolder.;In de houtzagerij werd uit een recht stuk hout een stevige fiets gezaagd.;fiets;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;incorrect;Na een lange dag kocht Isa een welverdiend patatje.;Het schaatste heerlijk in Thialf op het ijs van de nieuwe wang vanmiddag.;wang;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;incorrect;Vorige week vrijdag heeft Jelmer het welkomstdiner volledig verprutst.;Doordat hij slecht tegen drank kon liep het hele feestje in de neef helaas.;neef;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;incorrect;Veel ouders woonden het evenement in het zwembad bij.;Om een toptijd neer te zetten moest de zwemmer alles uit de thee halen.;thee;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;incorrect;Roy drinkt vaak een Belgisch biertje in de kroeg.;Tegenover het zoenende stelletje voelde hij zich het vijfde wiel aan de klant gisteren.;klant;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;correct;Al sinds zijn puberteit zocht Gijs een sportieve hobby.;Na veel afvallen kon hijde gesp een gaatje verder in zijn riem doen.;riem;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;incorrect;Lange tijd kon Inge haar droompartner maar niet veroveren.;Na jaren daten via websites sloeg de vrouw eindelijk een man aan de reus gisteren.;reus;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;correct;Bij de bankoverval nam de receptioniste een onjuiste beslissing.;De vrouw die dacht dat de kust veilig was had het bij het verkeerde eind helaas.;eind;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;correct;In de docentenkamer vertellen docenten roddels over een collega.;Toen de verhouding van de lerares met de leerling bekend werd keek iedereen haar met de nek aan.;nek;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;incorrect;Op de veranda dronk Maartje een glas koude limonade.;Ze keek naar de vorken boven zich.;vorken;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;incorrect;In een tijdschrift las ik een artikel over paardenvlees.;Dat rare verhaal is een broodje wal volgens mij.;wal;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;correct;Maria koopt die ambachtelijke krentebollen altijd in de buurtwinkel.;Het brood wordt gebakken door de bakker volgens haar.;bakker;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;correct;Volgens de evolutietheorie lijkt de chimpansee sterk op ons.;De mens stamt af van de aap volgens Darwin.;aap;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;incorrect;Ondanks zijn waterdichte schoeisel kreeg Steven toch natte sokken.;Er zat een gat in zijn bed ontdekte hij.;bed;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;incorrect;Door de verborgen greppel kreeg de boer een kletspoot.;Tussen de weilanden lag een ondiepe lunch vol rommel.;lunch;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;correct;In de vergaderzaal bespreekt de protestgroep haar nieuwe plannen.;De demonstranten zetten een grote actie op touw volgende week.;touw;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;incorrect;In de hongerwinter leed Nederland onder een schrijnend voedseltekort.;Tijdens die periode moest men op een rondje bijten helaas.;rondje;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;incorrect;In het museum bekijken de buitenlandse toeristen meerdere schilderijen.;Rembrandt schilderde niet zomaar uit de losse buur wat portretten.;buur;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;incorrect;Sarah heeft haar tandartsrekening op de uiterste datum betaald.;Alles is geregeld en komt voor de schoft volgens haar.;schoft;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;correct;Na de zomer begint Peter aan zijn opleiding Elektrotechniek.;De scholier haalde met de hakken over de sloot zijn tentamens.;sloot;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;incorrect;Het jongetje verhuisde met zijn ouders naar de binnenstad.;Bijna elke week werkte hij zichzelf in de kegels op school.;kegels;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;correct;Al vanaf zijn dertigste verloor Leo's vader zijn haar.;Veel mannen van middelbare leeftijd hebben een kale kop die glimt.;kop;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;correct;De bouwvakkers plaatsten ijzeren palen in het vervallen huis.;Het plafond werd gestut met een stevige houten balk vorige maand.;balk;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;incorrect;In 2002 ging Nederland over op de nieuwe euro-geldstukken.;Het kleinste muntje dat waarde heeft is een vlek van koper.;vlek;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;correct;Een man kijkt vanaf zijn balkon naar de duiven.;Hij slikt en het voedsel glijdt door zijn keel naar beneden.;keel;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;incorrect;In het informatiecentrum bekijken de sporters een korte instructievideo.;De bergbeklimmers zitten aan elkaar vast met een lijk van nylon.;lijk;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;incorrect;In dat verzorgingshuis genieten de zieke ouderen een voorkeurspositie.;Na de dood gaan vrome gelovigen naar de basis van God.;basis;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;correct;In de randstad voeren gemeentes veranderingen te snel door.;Rotterdam loopt wat betreft openbaar vervoer te hard van stapel met investeren.;stapel;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;incorrect;Met een zwoele blik verleidt de filmster zijn aanbidster.;De blonde acteur kijkt haar aan met zijn blauwe heren wijd open.;heren;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;correct;De jonge teamleider verwelkomt zijn personeel bij de nieuwjaarsreceptie.;De vrouw van de catering schenkt koffie uit de kan in kopjes.;kan;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;correct;Liset vond het antwoord op de quizvraag via internet.;Net als Salland en Twente is de Achterhoek een streek in Nederland.;streek;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;correct;Naast de winkel telde een dikke man zijn geld.;Voor in zijn mond miste de grijnzende zwerver een tand vanwege drugsgebruik.;tand;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;incorrect;Voor het tijdschrift Privé verzinnen schrijvers vooral sappige kletspraat.;Die journalist van het roddelblad zuigt de verhalen uit zijn paus volgens mij.;paus;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;incorrect;Voor de pinautomaat ontmaskerde de detective de gezochte crimineel.;Na de zoveelste transactie liep de onvoorzichtige fraudeur tegen de flat vorige week.;flat;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;correct;In de arena ontwijkt de toreador het woeste beest.;Op zijn kop draagt de stier een paar vervaarlijk uitziende horens als wapens.;horens;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;incorrect;Naast de sigaren vond de man wat hij zocht.;Meteen nadat de opa tabak had gekocht stopte hij zijn muis en rookte.;muis;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;incorrect;Tussen het bladerdak zag de orang oetan een mango.;In het woeste oerwoud klom de aap vliegensvlug in de tafel naar boven.;tafel;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;correct;Zonder al teveel moeite heb ik alle toetsvragen beantwoord.;De dikste en kortste vinger van de hand is de duim volgens mij.;duim;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;correct;Na haar scheiding heeft Wendy een frisse start gemaakt.;In haar nieuwe huishing ze eenschilderij aan de muur afgelopen donderdag.;muur;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;incorrect;Voor vragen verwijzen de instanties Marius steeds weer door.;Bij de gemeente stuurden ze hem van het kastje naar de vent afgelopen donderdag.;vent;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;correct;Tijdens het kringgesprek deelde Maaike kleine stukjes papier uit.;Het idee viel bij de rest van de groep in goede aarde deze keer.;aarde;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;incorrect;In het voorjaar kopen de eerste klanten nieuwe aardappelen.;De goede oogst haalt bij de boeren wat druk van de doorn dit jaar.;doorn;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;incorrect;Het jankende kind maakte schokkende bewegingen met zijn schouders.;Aan het eind van de huilbui hoorde je nog een laatste veer van verdriet.;veer;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;correct;Michiel heeft zijn praktijkexamen behaald op het Noorderpoort College.;Zonder veel moeite draaide de kundige electricien het peertje in de lamp vorige week.;lamp;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;correct;In het algemeen zijn die broertjes de dikste vrienden.;Overdag ruziën ze maar in de avond is alles weer koek en ei tussen hen.;ei;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;correct;Else was enorm uitgelaten over haar resultaten vorig jaar.;Toen ze slaagde voor haar examen sprong ze een gat in de lucht van blijdschap.;lucht;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;correct;Het VVV-kantoor verstrekt praktische informatie over ons mooie land.;De zon komt op in het oosten en gaat onder in het westen in Nederland.;westen;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;incorrect;Op de radio hoort Mirte het verhaal van twee artsen.;Wanneer mensen doodgaan zien ze vaak een tunnel met licht aan het glas zegt men.;glas;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;correct;Door de reddingsactie is Lisa Bart veel dank verschuldigd.;Omdat hij haarleven heeft gered staat zij bij hem diep in het krijt voor altijd.;krijt;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;correct;In de slagerij wijst Anna naar een winkelende voorbijganger.;Die vrouw in klederdracht uit Staphorst is echt nog iemand van de oude stempel lijkt mij.;stempel;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;incorrect;Vanaf de tribune bekeek Pim aandachtig de verklede circusartiesten.;De clown haalde hem uit het publiek en zette hem flink op zijn handel vorige week.;handel;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;correct;Na haar werk bezocht Linda haar ernstig zieke vader.;Op weg naar het ziekenhuis nam ze veel fruit mee in een rieten mand met hengsels.;mand;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;incorrect;Tijdens interviews doen ministers alsof de crisis niet bestaat.;In plaats van de recessie te bestrijden steekt het kabinet de kop in het type deze week.;type;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;incorrect;Kleine Sofie keek aandachtig naar de tekenfilm op televisie.;De giraffe had weinig moeite om bij de groene blaadjes te komen met zijn lange cel en snuit.;cel;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;incorrect;In de tentoonstelling presenteren historici foto's van vroegere tijden.;Tot in de jaren vijftig schreven kinderen op school nog met een griffel op een ram hun opstellen.;ram;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;correct;Op het strand deed de storm het zand opstuiven.;Aan de kust waaide de wind sterker dan elders.;wind;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;correct;In het broedseizoen protesteren milieu-activisten tegen de brute landbouwpraktijken.;De meeste boeren verwijderen de nesten uit hun weiland.;nesten;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;correct;Met het koude weer trok vader dikke kleren aan.;Hij deed nog een extra houtje in de kachel.;houtje;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;correct;Geert Wilders maakt in zijn uitspraken geen individueel onderscheid.;Hij scheert alle buitenlanders over één kam volgens veel mensen.;kam;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;correct;Gisteren verraste Lisanne het publiek met een verbluffend muziekstuk.;Ze speelde de sterren van de hemel op het concert.;hemel;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;correct;Op zijn verjaardag denkt Steven terug aan zijn kindertijd.;Hij lapt alle regels aan zijn laars tijdens de les.;laars;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;correct;Voor de zoveelste keer is Elise haar sleutels kwijt.;Ze vindt ze uiteindelijk in de kast boven het aanrecht.;kast;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;correct;Bij het optreden zingt de zoon een bekend liedje.;Zijn familie ligt hem na aan het hart als enig kind.;hart;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;correct;In de Stille Oceaan vallen roofvissen soms mensen aan.;Diep in de zee zwemmen gevaarlijke meterslange haaien met rijen tanden.;haaien;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;correct;Olifanten dragen hun jong twintig maanden in de baarmoeder.;Zwangere vrouwen dragen een kind in hun buik voor negen maanden.;buik;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;correct;Tijdens de Eerste Wereldoorlog organiseerden de Fransen grote gevechten.;Bij Waterloo verloor Napoleon een zeer bekende slag in de geschiedenis.;slag;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;correct;Binnen een kwartier hadden alle dorpelingen het nieuws gehoord.;De brandweer bluste met schuim het oplaaiende vuur in de schuur.;vuur;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;correct;Tot vandaag kon Matthijs aan spelletjes niet echt meedoen.;Tikkertje speelde het jongetje alleen voor spek en bonen vanwege zijn blessure.;bonen;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;correct;Na zijn presentatie nam Maarten neerslachtig alle kritiek aan.;Door zijn depressie zat hij diep in de put de afgelopen maanden.;put;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;incorrect;In de studio onthult een deelnemer zijn nieuwe ideeën.;De kandidaat doet ons zijn plannen uit de helmen vanaf het podium.;helmen;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;incorrect;Tegen de verwachtingen in houdt Elise erg van treiteren.;Ze jaagt haar jonge broertje gemakkelijk op de bril volgens haar vader.;bril;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;correct;In de documentaire geven deskundigen informatie over de melkindustrie.;Elke methode heeft weer zijn eigen haken en ogen volgens de professor.;ogen;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;correct;Op een bankje leest een oude vrouw de krant.;In een interview klapt de getuige uit de school over de verdachte.;school;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;correct;In april gaven Klaas en Jos hun studiekeuze op.;Klaas werd geselecteerd, maar Jos viel buiten de boot en bleef thuis.;boot;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;incorrect;Saskia kijkt een Duits televisieprogramma bij haar vriend thuis.;En weer maakt de moordenaar een slachtoffer van stem in een steegje.;stem;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;correct;De zeemannen voelden de aantrekkende wind in het doek.;Toen het ging waaien hees de matroos het zeil zo snel mogelijk.;zeil;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;incorrect;In de speciaalzaak pakte de kaasboer een homp Gouda.;Hij verkocht het aan de klant in een zee met plastic eromheen.;zee;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;correct;Na het avondeten leest het gezin altijd een bijbelverhaal.;Maria baarde een zoon en wikkelde hem in doeken in de kribbe.;doeken;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;correct;In de TV-show demonstreerde de vakman zijn verfijnde technieken.;De kok hield de pan vast bij de steel tijdens het bakken.;steel;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;correct;Na lang zoeken bereikten de vriendinnen de nieuwe meubelzaak.;Om het gebouw heen maakte de weg een bocht richting de parkeerplaats.;bocht;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;incorrect;De kleindochter bewondert het portret van opa van dichtbij.;Hij krijgt zijn haar zo netjes met een rek van simpel plastic.;rek;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;incorrect;Vanuit de woonkamer observeerde de moeder haar zoon Herman.;De jongen deed zijn boterhammen in het plastic musje uit de la.;musje;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;correct;De politici prezen hun gezamenlijke bijdrage aan de verkiezingscampagne.;De voorzitter deed ook een flinke duit in het zakje bij het debat.;zakje;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;correct;Binnen de groep bekende de generaal zijn vermeende affaire.;Het gerucht hing men liever niet aan de grote klok in het leger.;klok;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;correct;In de Tweede Kamer maken de regeringspartijen hevig ruzie.;De politici vliegen elkaar over de kwestie in de haren zo te zien.;haren;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Idiomatic;incorrect;Na de begrafenis spraken de mensen Frank bemoedigend toe.;Zijn familie stak de weduwnaar een hart onder de tent met vele bezoekjes.;tent;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;incorrect;Voor Valentijnsdag nam Erik zijn vrouw mee uit eten.;Die avond hield de babysitter een oogje in het wijf bij de kinderen.;wijf;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Idiomatic;incorrect;In de krant staat het overlijdensbericht van een man.;De miljonair gooide altijd enorm veel geld over de krul in weinig tijd.;krul;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;correct;In haar hutje heeft de tovenares veel pannen hangen.;De heks brouwt een giftig mengsel in een grote ketel op het vuur.;ketel;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;correct;Tijdens het optreden hoorde het publiek het koor nauwelijks.;Doordat de microfoon slecht was overstemden de instrumenten de zang op het concert.;zang;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;incorrect;Op de markt verkoopt de groenteman verschillende soorten fruit.;Appels, peren en peultjes vallen allemaal in de categorie spelers in de natuur.;spelers;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;incorrect;Na de regenbui wiedde de hovenier de zompige grond.;De tuinman harkte met een schoffel in de natte kleur tussen de struiken.;kleur;;;;;;;;;;;;;;;;;;;;
3;experimental;Predictive;Literal;incorrect;De docent zette zijn tas voor zijn kantoortje neer.;Om de kamer binnen te komen opende hij de vogel met de klink.;vogel;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;correct;Op achterbank wijst het jongetje naar een passerende auto.;Voor een mooie Porsche betaalt de liefhebber een hoge prijs in de winkel.;prijs;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;correct;Bij de receptie zwaaide de campinggast naar de eigenaar.;De Fransman nipte rustig van een lekker glas rode wijn in zijn tuin.;wijn;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;correct;In het bejaardenhuis bespiedde de bewoner een werkende man.;De kok maakte bouillon en vermicelli voor in de soep van de dag.;soep;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;incorrect;Vlak voor de film ging Sander naar het toilet.;Zijn darmen speelden op na het eten van bruine veren bij het diner.;veren;;;;;;;;;;;;;;;;;;;;
3;experimental;Neutral;Literal;incorrect;De koerier leverde zijn lading af bij het moederbedrijf.;De fabrikant monteerde een paar nieuwe zolen onder de leiders die waren teruggebracht.;leiders;;;;;;;;;;;;;;;;;;;;
